VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
126, 30,  3.86328, -0.32202, -3.19336,  1.00,  0.23622,  0.88189, -0.40157,  0.00,  1.00,  1.00,  1.00,  0.00,  0.33179,  0.9292,  0.33179,  0.9292, -0.92126,  0.06299, -0.3937, -1.00
127, 8,  2.03906,  0.68945, -2.0332,  1.00,  0.27559,  0.87402, -0.40945,  0.00,  1.00,  1.00,  1.00,  0.00,  0.41992,  0.74805,  0.41992,  0.74805, -0.86614,  0.03937, -0.49606, -1.00
128, 22,  5.50391, -0.32202, -2.08203,  1.00,  0.29921,  0.94488, -0.14961,  0.00,  1.00,  1.00,  1.00,  0.00,  0.18774,  0.87207,  0.18774,  0.87207, -0.89764,  0.22047, -0.37795, -1.00
129, 20,  1.82813, -0.32202, -4.05469,  1.00,  0.14173,  0.86614, -0.47244,  0.00,  1.00,  1.00,  1.00,  0.00,  0.53564,  0.89844,  0.53564,  0.89844, -0.84252, -0.14173, -0.51969, -1.00
130, 8,  2.03906,  0.68945, -2.0332,  1.00,  0.27559,  0.87402, -0.40945,  0.00,  1.00,  1.00,  1.00,  0.00,  0.41992,  0.74805,  0.41992,  0.74805, -0.86614,  0.03937, -0.49606, -1.00
131, 30,  3.86328, -0.32202, -3.19336,  1.00,  0.23622,  0.88189, -0.40157,  0.00,  1.00,  1.00,  1.00,  0.00,  0.33179,  0.9292,  0.33179,  0.9292, -0.92126,  0.06299, -0.3937, -1.00
132, 31, -0.74121, -0.32202, -4.50,  1.00, -0.04724,  0.88976, -0.44882,  0.00,  1.00,  1.00,  1.00,  0.00,  0.76172,  0.80811,  0.76172,  0.80811, -0.81102, -0.29921, -0.50394, -1.00
133, 13,  0.47412,  0.5083, -2.88086,  1.00,  0.07874,  0.84252, -0.53543,  0.00,  1.00,  1.00,  1.00,  0.00,  0.58594,  0.73877,  0.58594,  0.73877, -0.82677, -0.24409, -0.50394, -1.00
134, 20,  1.82813, -0.32202, -4.05469,  1.00,  0.14173,  0.86614, -0.47244,  0.00,  1.00,  1.00,  1.00,  0.00,  0.53564,  0.89844,  0.53564,  0.89844, -0.84252, -0.14173, -0.51969, -1.00
135, 13,  0.47412,  0.5083, -2.88086,  1.00,  0.07874,  0.84252, -0.53543,  0.00,  1.00,  1.00,  1.00,  0.00,  0.58594,  0.73877,  0.58594,  0.73877, -0.82677, -0.24409, -0.50394, -1.00
136, 31, -0.74121, -0.32202, -4.50,  1.00, -0.04724,  0.88976, -0.44882,  0.00,  1.00,  1.00,  1.00,  0.00,  0.76172,  0.80811,  0.76172,  0.80811, -0.81102, -0.29921, -0.50394, -1.00
137, 14, -1.09473,  0.46655, -2.74805,  1.00, -0.16535,  0.85039, -0.49606,  0.00,  1.00,  1.00,  1.00,  0.00,  0.7041,  0.65137,  0.7041,  0.65137, -0.77165, -0.4252, -0.47244, -1.00
138, 21, -3.30273, -0.32202, -3.68164,  1.00, -0.22835,  0.90551, -0.35433,  0.00,  1.00,  1.00,  1.00,  0.00,  0.92529,  0.61768,  0.92529,  0.61768, -0.7874, -0.3937, -0.48031, -1.00
139, 14, -1.09473,  0.46655, -2.74805,  1.00, -0.16535,  0.85039, -0.49606,  0.00,  1.00,  1.00,  1.00,  0.00,  0.7041,  0.65137,  0.7041,  0.65137, -0.77165, -0.4252, -0.47244, -1.00
140, 31, -0.74121, -0.32202, -4.50,  1.00, -0.04724,  0.88976, -0.44882,  0.00,  1.00,  1.00,  1.00,  0.00,  0.76172,  0.80811,  0.76172,  0.80811, -0.81102, -0.29921, -0.50394, -1.00
141, 32, -1.59473,  3.08008, -0.61572,  1.00,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.44043,  0.81396,  0.44043,  0.81396, -1.00,  0.00,  0.0315, -1.00
142, 33,  0.51416,  3.08008,  0.40088,  1.00,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.12891,  0.72656,  0.12891,  0.72656, -1.00,  0.00,  0.0315, -1.00
143, 34,  0.51416,  3.08008, -0.61572,  1.00,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.12964,  0.80859,  0.12964,  0.80859, -1.00,  0.00,  0.0315, -1.00
144, 33,  0.51416,  3.08008,  0.40088,  1.00,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.12891,  0.72656,  0.12891,  0.72656, -1.00,  0.00,  0.0315, -1.00
145, 32, -1.59473,  3.08008, -0.61572,  1.00,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.44043,  0.81396,  0.44043,  0.81396, -1.00,  0.00,  0.0315, -1.00
146, 35, -1.59473,  3.08008,  0.40088,  1.00,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.44043,  0.73193,  0.44043,  0.73193, -1.00,  0.00,  0.0315, -1.00
147, 36, -3.4707,  0.2301,  0.70264,  1.00,  0.01575,  0.08661,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.69727,  0.11334,  0.69727,  0.11334, -1.00,  0.00,  0.01575, -1.00
148, 37,  2.83398,  0.2301,  0.59375,  1.00,  0.00787,  0.07087,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00, -0.33691,  0.11395, -0.33691,  0.11395, -1.00, -0.00787,  0.00787, -1.00
149, 38, -2.74609,  2.26172,  0.52148,  1.00,  0.02362,  0.09449,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.57715,  0.44922,  0.57715,  0.44922, -1.00,  0.00,  0.02362, -1.00
150, 38, -2.74609,  2.26172,  0.52148,  1.00,  0.02362,  0.09449,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.57715,  0.44922,  0.57715,  0.44922, -1.00,  0.00,  0.02362, -1.00
151, 37,  2.83398,  0.2301,  0.59375,  1.00,  0.00787,  0.07087,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00, -0.33691,  0.11395, -0.33691,  0.11395, -1.00, -0.00787,  0.00787, -1.00
152, 39, -1.61523,  2.37109,  0.46875,  1.00,  0.01575,  0.11024,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.39185,  0.46777,  0.39185,  0.46777, -1.00,  0.00,  0.01575, -1.00
153, 39, -1.61523,  2.37109,  0.46875,  1.00,  0.01575,  0.11024,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.39185,  0.46777,  0.39185,  0.46777, -1.00,  0.00,  0.01575, -1.00
154, 37,  2.83398,  0.2301,  0.59375,  1.00,  0.00787,  0.07087,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00, -0.33691,  0.11395, -0.33691,  0.11395, -1.00, -0.00787,  0.00787, -1.00
155, 40,  2.29492,  1.48242,  0.51807,  1.00,  0.00,  0.03937,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00, -0.24768,  0.31738, -0.24768,  0.31738, -1.00, -0.00787,  0.00, -1.00
156, 39, -1.61523,  2.37109,  0.46875,  1.00,  0.01575,  0.11024,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.39185,  0.46777,  0.39185,  0.46777, -1.00,  0.00,  0.01575, -1.00
157, 40,  2.29492,  1.48242,  0.51807,  1.00,  0.00,  0.03937,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00, -0.24768,  0.31738, -0.24768,  0.31738, -1.00, -0.00787,  0.00, -1.00
158, 41,  0.83594,  2.04883,  0.55176,  1.00, -0.04724, -0.11811,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00, -0.0082,  0.4104, -0.0082,  0.4104, -1.00, -0.01575, -0.04724, -1.00
159, 39, -1.61523,  2.37109,  0.46875,  1.00,  0.01575,  0.11024,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.39185,  0.46777,  0.39185,  0.46777, -1.00,  0.00,  0.01575, -1.00
160, 41,  0.83594,  2.04883,  0.55176,  1.00, -0.04724, -0.11811,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00, -0.0082,  0.4104, -0.0082,  0.4104, -1.00, -0.01575, -0.04724, -1.00
161, 42,  0.51416,  3.08008,  0.40088,  1.00, -0.01575,  0.13386,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.04361,  0.5835,  0.04361,  0.5835, -1.00, -0.00787, -0.00787, -1.00
162, 39, -1.61523,  2.37109,  0.46875,  1.00,  0.01575,  0.11024,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.39185,  0.46777,  0.39185,  0.46777, -1.00,  0.00,  0.01575, -1.00
163, 42,  0.51416,  3.08008,  0.40088,  1.00, -0.01575,  0.13386,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.04361,  0.5835,  0.04361,  0.5835, -1.00, -0.00787, -0.00787, -1.00
164, 43, -1.59473,  3.08008,  0.40088,  1.00,  0.00,  0.09449,  0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.3894,  0.58447,  0.3894,  0.58447, -1.00,  0.00,  0.00, -1.00
165, 44, -3.4707,  0.2301,  0.70264,  1.00, -0.94488,  0.33858,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.80957,  0.72705,  0.80957,  0.72705, -0.33858, -0.94488, -0.02362, -1.00
166, 45, -2.74609,  2.26172, -0.73633,  1.00, -0.6378,  0.77165,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.58203,  0.81396,  0.58203,  0.81396, -0.77165, -0.6378,  0.01575, -1.00
167, 46, -3.4707,  0.2301, -0.91748,  1.00, -0.94488,  0.33858,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.80859,  0.81543,  0.80859,  0.81543, -0.33858, -0.93701, -0.07087, -1.00
168, 45, -2.74609,  2.26172, -0.73633,  1.00, -0.6378,  0.77165,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.58203,  0.81396,  0.58203,  0.81396, -0.77165, -0.6378,  0.01575, -1.00
169, 44, -3.4707,  0.2301,  0.70264,  1.00, -0.94488,  0.33858,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.80957,  0.72705,  0.80957,  0.72705, -0.33858, -0.94488, -0.02362, -1.00
170, 47, -2.74609,  2.26172,  0.52148,  1.00, -0.6378,  0.77165,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.58154,  0.72949,  0.58154,  0.72949, -0.77165, -0.62992,  0.07087, -1.00
171, 47, -2.74609,  2.26172,  0.52148,  1.00, -0.6378,  0.77165,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.58154,  0.72949,  0.58154,  0.72949, -0.77165, -0.62992,  0.07087, -1.00
172, 48, -1.61523,  2.37109, -0.68359,  1.00, -0.70079,  0.70866,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51172,  0.80859,  0.51172,  0.80859, -0.70866, -0.70079, -0.09449, -1.00
173, 45, -2.74609,  2.26172, -0.73633,  1.00, -0.6378,  0.77165,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.58203,  0.81396,  0.58203,  0.81396, -0.77165, -0.6378,  0.01575, -1.00
174, 48, -1.61523,  2.37109, -0.68359,  1.00, -0.70079,  0.70866,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51172,  0.80859,  0.51172,  0.80859, -0.70866, -0.70079, -0.09449, -1.00
175, 47, -2.74609,  2.26172,  0.52148,  1.00, -0.6378,  0.77165,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.58154,  0.72949,  0.58154,  0.72949, -0.77165, -0.62992,  0.07087, -1.00
176, 49, -1.61523,  2.37109,  0.46875,  1.00, -0.70079,  0.70866,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51416,  0.72705,  0.51416,  0.72705, -0.70866, -0.70079,  0.02362, -1.00
177, 49, -1.61523,  2.37109,  0.46875,  1.00, -0.70079,  0.70866,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51416,  0.72705,  0.51416,  0.72705, -0.70866, -0.70079,  0.02362, -1.00
178, 50, -1.59473,  3.08008, -0.61572,  1.00, -1.00,  0.0315,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.44043,  0.81396,  0.44043,  0.81396, -0.0315, -0.99213, -0.12598, -1.00
179, 48, -1.61523,  2.37109, -0.68359,  1.00, -0.70079,  0.70866,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51172,  0.80859,  0.51172,  0.80859, -0.70866, -0.70079, -0.09449, -1.00
180, 50, -1.59473,  3.08008, -0.61572,  1.00, -1.00,  0.0315,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.44043,  0.81396,  0.44043,  0.81396, -0.0315, -0.99213, -0.12598, -1.00
181, 49, -1.61523,  2.37109,  0.46875,  1.00, -0.70079,  0.70866,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51416,  0.72705,  0.51416,  0.72705, -0.70866, -0.70079,  0.02362, -1.00
182, 51, -1.59473,  3.08008,  0.40088,  1.00, -1.00,  0.0315,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.44043,  0.73193,  0.44043,  0.73193, -0.0315, -1.00,  0.00787, -1.00
183, 52,  2.54883,  0.2301, -0.70898,  1.00,  0.0315,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.78125,  0.11414,  0.78125,  0.11414,  1.00,  0.00787,  0.0315, -1.00
184, 53, -3.4707,  0.2301, -0.91748,  1.00,  0.0315,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00, -0.17847,  0.13184, -0.17847,  0.13184,  1.00,  0.01575,  0.03937, -1.00
185, 54, -2.74609,  2.26172, -0.73633,  1.00,  0.0315,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00, -0.08063,  0.44897, -0.08063,  0.44897,  1.00,  0.01575,  0.03937, -1.00
186, 52,  2.54883,  0.2301, -0.70898,  1.00,  0.0315,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.78125,  0.11414,  0.78125,  0.11414,  1.00,  0.00787,  0.0315, -1.00
187, 54, -2.74609,  2.26172, -0.73633,  1.00,  0.0315,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00, -0.08063,  0.44897, -0.08063,  0.44897,  1.00,  0.01575,  0.03937, -1.00
188, 55, -1.61523,  2.37109, -0.68359,  1.00,  0.01575,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.10345,  0.46655,  0.10345,  0.46655,  1.00,  0.00,  0.02362, -1.00
189, 52,  2.54883,  0.2301, -0.70898,  1.00,  0.0315,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.78125,  0.11414,  0.78125,  0.11414,  1.00,  0.00787,  0.0315, -1.00
190, 55, -1.61523,  2.37109, -0.68359,  1.00,  0.01575,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.10345,  0.46655,  0.10345,  0.46655,  1.00,  0.00,  0.02362, -1.00
191, 56,  2.00977,  1.48242, -0.6333,  1.00,  0.02362,  0.02362, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.69385,  0.32129,  0.69385,  0.32129,  1.00,  0.00,  0.02362, -1.00
192, 56,  2.00977,  1.48242, -0.6333,  1.00,  0.02362,  0.02362, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.69385,  0.32129,  0.69385,  0.32129,  1.00,  0.00,  0.02362, -1.00
193, 55, -1.61523,  2.37109, -0.68359,  1.00,  0.01575,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.10345,  0.46655,  0.10345,  0.46655,  1.00,  0.00,  0.02362, -1.00
194, 57,  0.97559,  2.04883, -0.7666,  1.00, -0.05512, -0.22835, -0.97638,  0.00,  1.00,  1.00,  1.00,  1.00,  0.52539,  0.41016,  0.52539,  0.41016,  1.00,  0.01575, -0.06299, -1.00
195, 57,  0.97559,  2.04883, -0.7666,  1.00, -0.05512, -0.22835, -0.97638,  0.00,  1.00,  1.00,  1.00,  1.00,  0.52539,  0.41016,  0.52539,  0.41016,  1.00,  0.01575, -0.06299, -1.00
196, 55, -1.61523,  2.37109, -0.68359,  1.00,  0.01575,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.10345,  0.46655,  0.10345,  0.46655,  1.00,  0.00,  0.02362, -1.00
197, 58,  0.51416,  3.08008, -0.61572,  1.00, -0.01575,  0.13386, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.45068,  0.5835,  0.45068,  0.5835,  1.00,  0.00787, -0.00787, -1.00
198, 58,  0.51416,  3.08008, -0.61572,  1.00, -0.01575,  0.13386, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.45068,  0.5835,  0.45068,  0.5835,  1.00,  0.00787, -0.00787, -1.00
199, 55, -1.61523,  2.37109, -0.68359,  1.00,  0.01575,  0.07874, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.10345,  0.46655,  0.10345,  0.46655,  1.00,  0.00,  0.02362, -1.00
200, 59, -1.59473,  3.08008, -0.61572,  1.00,  0.00,  0.09449, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.10638,  0.58447,  0.10638,  0.58447,  1.00,  0.00,  0.00, -1.00
201, 60,  0.51416,  3.08008, -0.61572,  1.00,  0.93701,  0.35433,  0.05512,  0.00,  1.00,  1.00,  1.00,  1.00,  0.12964,  0.80859,  0.12964,  0.80859, -0.35433,  0.93701,  0.00, -1.00
202, 61,  0.83594,  2.04883,  0.55176,  1.00,  0.73228,  0.67717,  0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.01848,  0.7251,  0.01848,  0.7251, -0.67717,  0.73228,  0.00, -1.00
203, 62,  0.97559,  2.04883, -0.7666,  1.00,  0.72441,  0.68504,  0.07874,  0.00,  1.00,  1.00,  1.00,  1.00,  0.01184,  0.81152,  0.01184,  0.81152, -0.69291,  0.71654,  0.06299, -1.00
204, 61,  0.83594,  2.04883,  0.55176,  1.00,  0.73228,  0.67717,  0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.01848,  0.7251,  0.01848,  0.7251, -0.67717,  0.73228,  0.00, -1.00
205, 60,  0.51416,  3.08008, -0.61572,  1.00,  0.93701,  0.35433,  0.05512,  0.00,  1.00,  1.00,  1.00,  1.00,  0.12964,  0.80859,  0.12964,  0.80859, -0.35433,  0.93701,  0.00, -1.00
206, 63,  0.51416,  3.08008,  0.40088,  1.00,  0.95276,  0.29921,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.12891,  0.72656,  0.12891,  0.72656, -0.29921,  0.94488, -0.11811, -1.00
207, 61,  0.83594,  2.04883,  0.55176,  1.00,  0.73228,  0.67717,  0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.01848,  0.7251,  0.01848,  0.7251, -0.67717,  0.73228,  0.00, -1.00
208, 64,  2.00977,  1.48242, -0.6333,  1.00,  0.66929,  0.73228, -0.11811,  0.00,  1.00,  1.00,  1.00,  1.00, -0.06873,  0.80029, -0.06873,  0.80029, -0.73228,  0.67717,  0.0315, -1.00
209, 62,  0.97559,  2.04883, -0.7666,  1.00,  0.72441,  0.68504,  0.07874,  0.00,  1.00,  1.00,  1.00,  1.00,  0.01184,  0.81152,  0.01184,  0.81152, -0.69291,  0.71654,  0.06299, -1.00
210, 64,  2.00977,  1.48242, -0.6333,  1.00,  0.66929,  0.73228, -0.11811,  0.00,  1.00,  1.00,  1.00,  1.00, -0.06873,  0.80029, -0.06873,  0.80029, -0.73228,  0.67717,  0.0315, -1.00
211, 61,  0.83594,  2.04883,  0.55176,  1.00,  0.73228,  0.67717,  0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.01848,  0.7251,  0.01848,  0.7251, -0.67717,  0.73228,  0.00, -1.00
212, 65,  2.29492,  1.48242,  0.51807,  1.00,  0.71654,  0.67717, -0.16535,  0.00,  1.00,  1.00,  1.00,  1.00, -0.0788,  0.72656, -0.0788,  0.72656, -0.68504,  0.72441,  0.00, -1.00
213, 65,  2.29492,  1.48242,  0.51807,  1.00,  0.71654,  0.67717, -0.16535,  0.00,  1.00,  1.00,  1.00,  1.00, -0.0788,  0.72656, -0.0788,  0.72656, -0.68504,  0.72441,  0.00, -1.00
214, 66,  2.54883,  0.2301, -0.70898,  1.00,  0.89764,  0.38583, -0.20472,  0.00,  1.00,  1.00,  1.00,  1.00, -0.14209,  0.80176, -0.14209,  0.80176, -0.3937,  0.92126,  0.00, -1.00
215, 64,  2.00977,  1.48242, -0.6333,  1.00,  0.66929,  0.73228, -0.11811,  0.00,  1.00,  1.00,  1.00,  1.00, -0.06873,  0.80029, -0.06873,  0.80029, -0.73228,  0.67717,  0.0315, -1.00
216, 66,  2.54883,  0.2301, -0.70898,  1.00,  0.89764,  0.38583, -0.20472,  0.00,  1.00,  1.00,  1.00,  1.00, -0.14209,  0.80176, -0.14209,  0.80176, -0.3937,  0.92126,  0.00, -1.00
217, 65,  2.29492,  1.48242,  0.51807,  1.00,  0.71654,  0.67717, -0.16535,  0.00,  1.00,  1.00,  1.00,  1.00, -0.0788,  0.72656, -0.0788,  0.72656, -0.68504,  0.72441,  0.00, -1.00
218, 67,  2.83398,  0.2301,  0.59375,  1.00,  0.90551,  0.37795, -0.19685,  0.00,  1.00,  1.00,  1.00,  1.00, -0.14612,  0.72461, -0.14612,  0.72461, -0.3937,  0.92126, -0.0315, -1.00
