VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
0, 0, -0.56494,  1.88574,  1.19824,  1.00, -0.37008,  0.14961,  0.92126,  0.00,  0.35686,  0.60392,  0.03137,  0.77255,  0.54053,  0.0048,  2.49805,  0.65674, ---, ---, ---, ---
1, 1, -0.27539,  1.61816,  0.4563,  1.00, -0.41732,  0.11811,  0.90551,  0.00,  0.35686,  0.60392,  0.03137,  0.63137,  0.88379,  0.69629,  2.49805,  0.65674, ---, ---, ---, ---
2, 2, -0.49316,  2.0332,  0.85938,  1.00, -0.41732,  0.19685,  0.88976,  0.00,  0.35686,  0.60392,  0.03137,  0.59216,  0.94922,  0.2229,  3.00195,  0.58057, ---, ---, ---, ---
3, 3, -0.68457,  1.63477,  0.56104,  1.00, -0.68504,  0.11024,  0.72441,  0.00,  0.62353,  0.92549,  0.73333,  0.87451,  0.88281,  0.69629,  2.49805,  0.65674, ---, ---, ---, ---
4, 4, -0.56494,  1.88574,  1.19824,  1.00, -0.37008,  0.14961,  0.92126,  0.00,  0.64706,  0.9451,  0.66667,  0.77255,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
5, 5, -0.27539,  1.61816,  0.4563,  1.00, -0.41732,  0.11811,  0.90551,  0.00,  0.70196,  0.94902,  0.41176,  0.63137,  0.42188,  0.8999,  2.49805,  0.65674, ---, ---, ---, ---
6, 6, -0.15491,  1.86328,  1.04395,  1.00, -0.11024,  0.15748,  0.98425,  0.00,  0.7098,  0.92941,  0.34902,  0.74902,  0.09113,  0.2561,  2.49805,  0.65674, ---, ---, ---, ---
7, 5, -0.27539,  1.61816,  0.4563,  1.00, -0.41732,  0.11811,  0.90551,  0.00,  0.70196,  0.94902,  0.41176,  0.63137,  0.42188,  0.8999,  2.49805,  0.65674, ---, ---, ---, ---
8, 4, -0.56494,  1.88574,  1.19824,  1.00, -0.37008,  0.14961,  0.92126,  0.00,  0.64706,  0.9451,  0.66667,  0.77255,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
9, 6, -0.15491,  1.86328,  1.04395,  1.00, -0.11024,  0.15748,  0.98425,  0.00,  0.7098,  0.92941,  0.34902,  0.74902,  0.09113,  0.2561,  2.49805,  0.65674, ---, ---, ---, ---
10, 7, -0.08276,  1.60645,  0.74316,  1.00, -0.10236,  0.08661,  0.99213,  0.00,  0.70196,  0.82745,  0.18039,  0.76471,  0.05051,  0.69678,  2.49805,  0.65674, ---, ---, ---, ---
11, 5, -0.27539,  1.61816,  0.4563,  1.00, -0.41732,  0.11811,  0.90551,  0.00,  0.70196,  0.94902,  0.41176,  0.63137,  0.42188,  0.8999,  2.49805,  0.65674, ---, ---, ---, ---
12, 3, -0.68457,  1.63477,  0.56104,  1.00, -0.68504,  0.11024,  0.72441,  0.00,  0.62353,  0.92549,  0.73333,  0.87451,  0.88281,  0.69629,  2.49805,  0.65674, ---, ---, ---, ---
13, 8, -0.76025,  1.60254,  0.9873,  1.00, -0.52756,  0.08661,  0.85039,  0.00,  0.54902,  0.80392,  0.89412,  0.93725,  0.94971,  0.22192,  2.49805,  0.65674, ---, ---, ---, ---
14, 4, -0.56494,  1.88574,  1.19824,  1.00, -0.37008,  0.14961,  0.92126,  0.00,  0.64706,  0.9451,  0.66667,  0.77255,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
15, 9, -0.75781,  1.55664,  0.60791,  1.00, -0.69291,  0.07874,  0.71654,  0.00,  0.01569,  0.40,  0.41569,  0.57647,  0.4939,  0.0262,  2.49805,  0.65674, ---, ---, ---, ---
16, 10, -0.12634,  1.49414,  0.48608,  1.00, -0.14961,  0.07087,  0.98425,  0.00,  0.01569,  0.40,  0.41569,  0.28235,  0.83545,  0.71875,  2.49805,  0.65674, ---, ---, ---, ---
17, 11, -0.37842,  1.75293,  0.58203,  1.00, -0.43307,  0.14173,  0.88976,  0.00,  0.01569,  0.40,  0.41569,  0.25098,  0.90039,  0.24475,  2.49805,  0.65674, ---, ---, ---, ---
18, 12, -0.33643,  1.50684,  0.22522,  1.00, -0.68504,  0.07087,  0.72441,  0.00,  0.63922,  0.97647,  0.55686,  0.70196,  0.88037,  0.69727,  2.49805,  0.65674, ---, ---, ---, ---
19, 13, -0.82471,  1.56348,  0.62061,  1.00, -0.70866,  0.07874,  0.70079,  0.00,  0.49804,  1.00,  0.50588,  0.8902,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
20, 14, -0.06384,  1.48828,  0.47412,  1.00, -0.11024,  0.06299,  0.99213,  0.00,  0.25098,  0.91373,  0.36863,  0.57647,  0.42236,  0.90137,  2.49805,  0.65674, ---, ---, ---, ---
21, 15, -0.54102,  1.39063,  0.78027,  1.00, -0.47244,  0.03937,  0.88189,  0.00,  0.14902,  0.81569,  0.34118,  0.29804,  0.09351,  0.25635,  2.49805,  0.65674, ---, ---, ---, ---
22, 14, -0.06384,  1.48828,  0.47412,  1.00, -0.11024,  0.06299,  0.99213,  0.00,  0.25098,  0.91373,  0.36863,  0.57647,  0.42236,  0.90137,  2.49805,  0.65674, ---, ---, ---, ---
23, 13, -0.82471,  1.56348,  0.62061,  1.00, -0.70866,  0.07874,  0.70079,  0.00,  0.49804,  1.00,  0.50588,  0.8902,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
24, 15, -0.54102,  1.39063,  0.78027,  1.00, -0.47244,  0.03937,  0.88189,  0.00,  0.14902,  0.81569,  0.34118,  0.29804,  0.09351,  0.25635,  2.49805,  0.65674, ---, ---, ---, ---
25, 16, -0.22131,  1.2998,  0.65479,  1.00, -0.18898,  0.02362,  0.98425,  0.00,  0.09804,  0.70588,  0.28235,  0.70196,  0.0531,  0.69824,  2.49805,  0.65674, ---, ---, ---, ---
26, 14, -0.06384,  1.48828,  0.47412,  1.00, -0.11024,  0.06299,  0.99213,  0.00,  0.25098,  0.91373,  0.36863,  0.57647,  0.42236,  0.90137,  2.49805,  0.65674, ---, ---, ---, ---
27, 12, -0.33643,  1.50684,  0.22522,  1.00, -0.68504,  0.07087,  0.72441,  0.00,  0.63922,  0.97647,  0.55686,  0.70196,  0.88037,  0.69727,  2.49805,  0.65674, ---, ---, ---, ---
28, 17, -0.68604,  1.43457,  0.32886,  1.00, -0.75591,  0.05512,  0.65354,  0.00,  0.75294,  0.90196,  0.65882,  0.92157,  0.94727,  0.22217,  2.49805,  0.65674, ---, ---, ---, ---
29, 13, -0.82471,  1.56348,  0.62061,  1.00, -0.70866,  0.07874,  0.70079,  0.00,  0.49804,  1.00,  0.50588,  0.8902,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
30, 18, -0.56152,  1.45996,  1.20605,  1.00, -0.37008,  0.04724,  0.92913,  0.00,  0.30588,  0.79608,  0.14902,  0.81961,  0.54053,  0.0048,  2.49805,  0.65674, ---, ---, ---, ---
31, 19, -0.24377,  1.57422,  0.46216,  1.00, -0.40157,  0.08661,  0.91339,  0.00,  0.30588,  0.79608,  0.14902,  0.50196,  0.88379,  0.69629,  2.49805,  0.65674, ---, ---, ---, ---
32, 20, -0.604,  1.69336,  0.92773,  1.00, -0.46457,  0.11811,  0.88189,  0.00,  0.30588,  0.79608,  0.14902,  0.71765,  0.94922,  0.2229,  2.49805,  0.65674, ---, ---, ---, ---
33, 21, -0.58057,  1.35156,  0.53955,  1.00, -0.66142,  0.0315,  0.74803,  0.00,  0.52941,  0.75294,  0.92941,  0.76471,  0.88281,  0.69629,  2.49805,  0.65674, ---, ---, ---, ---
34, 22, -0.56152,  1.45996,  1.20605,  1.00, -0.37008,  0.04724,  0.92913,  0.00,  0.54118,  0.80784,  0.8902,  0.81961,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
35, 23, -0.24377,  1.57422,  0.46216,  1.00, -0.40157,  0.08661,  0.91339,  0.00,  0.57647,  0.96078,  0.67843,  0.50196,  0.42188,  0.8999,  2.49805,  0.65674, ---, ---, ---, ---
36, 24, -0.22485,  1.69141,  1.08105,  1.00, -0.14961,  0.11024,  0.98425,  0.00,  0.58824,  0.98039,  0.61569,  0.84314,  0.09113,  0.2561,  2.49805,  0.65674, ---, ---, ---, ---
37, 23, -0.24377,  1.57422,  0.46216,  1.00, -0.40157,  0.08661,  0.91339,  0.00,  0.57647,  0.96078,  0.67843,  0.50196,  0.42188,  0.8999,  2.49805,  0.65674, ---, ---, ---, ---
38, 22, -0.56152,  1.45996,  1.20605,  1.00, -0.37008,  0.04724,  0.92913,  0.00,  0.54118,  0.80784,  0.8902,  0.81961,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
39, 24, -0.22485,  1.69141,  1.08105,  1.00, -0.14961,  0.11024,  0.98425,  0.00,  0.58824,  0.98039,  0.61569,  0.84314,  0.09113,  0.2561,  2.49805,  0.65674, ---, ---, ---, ---
40, 25, -0.05719,  1.59668,  0.74072,  1.00, -0.08661,  0.08661,  0.99213,  0.00,  0.59216,  0.98431,  0.41569,  0.67059,  0.05051,  0.69678,  2.49805,  0.65674, ---, ---, ---, ---
41, 23, -0.24377,  1.57422,  0.46216,  1.00, -0.40157,  0.08661,  0.91339,  0.00,  0.57647,  0.96078,  0.67843,  0.50196,  0.42188,  0.8999,  2.49805,  0.65674, ---, ---, ---, ---
42, 21, -0.58057,  1.35156,  0.53955,  1.00, -0.66142,  0.0315,  0.74803,  0.00,  0.52941,  0.75294,  0.92941,  0.76471,  0.88281,  0.69629,  2.49805,  0.65674, ---, ---, ---, ---
43, 26, -0.59277,  1.18652,  0.92773,  1.00, -0.45669, -0.00787,  0.88976,  0.00,  0.49412,  0.55294,  0.99608,  0.98431,  0.94971,  0.22192,  2.49805,  0.65674, ---, ---, ---, ---
44, 22, -0.56152,  1.45996,  1.20605,  1.00, -0.37008,  0.04724,  0.92913,  0.00,  0.54118,  0.80784,  0.8902,  0.81961,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
45, 27, -0.17749,  1.86621,  0.98535,  1.00, -0.13386,  0.15748,  0.97638,  0.00,  0.80,  0.86275,  0.32941,  0.21961,  0.4939,  0.0262,  2.49805,  0.65674, ---, ---, ---, ---
46, 28, -0.28394,  1.46484,  0.44263,  1.00, -0.4252,  0.06299,  0.90551,  0.00,  0.80,  0.86275,  0.32941,  0.70196,  0.83545,  0.71875,  2.49805,  0.65674, ---, ---, ---, ---
47, 29, -0.46753,  1.73535,  0.66406,  1.00, -0.45669,  0.13386,  0.88189,  0.00,  0.80,  0.86275,  0.32941,  0.67059,  0.90039,  0.24475,  2.49805,  0.65674, ---, ---, ---, ---
48, 30, -0.30249,  1.31738,  0.76465,  1.00, -0.22835,  0.02362,  0.97638,  0.00,  0.33333,  0.52941,  0.96863,  0.71765,  0.88037,  0.69727,  2.49805,  0.65674, ---, ---, ---, ---
49, 31, -0.16614,  1.9082,  1.04297,  1.00, -0.11811,  0.16535,  0.97638,  0.00,  0.43922,  0.63922,  0.97647,  0.62353,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
50, 32, -0.29468,  1.4248,  0.38892,  1.00, -0.44882,  0.05512,  0.88976,  0.00,  0.68235,  0.77255,  0.87451,  0.42353,  0.42236,  0.90137,  2.49805,  0.65674, ---, ---, ---, ---
51, 33, -0.02336,  1.88477,  0.68115,  1.00,  0.07874,  0.17323,  0.98425,  0.00,  0.76471,  0.82745,  0.76863,  0.60784,  0.09351,  0.25635,  3.00195,  0.58057, ---, ---, ---, ---
52, 32, -0.29468,  1.4248,  0.38892,  1.00, -0.44882,  0.05512,  0.88976,  0.00,  0.68235,  0.77255,  0.87451,  0.42353,  0.42236,  0.90137,  2.49805,  0.65674, ---, ---, ---, ---
53, 31, -0.16614,  1.9082,  1.04297,  1.00, -0.11811,  0.16535,  0.97638,  0.00,  0.43922,  0.63922,  0.97647,  0.62353,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
54, 33, -0.02336,  1.88477,  0.68115,  1.00,  0.07874,  0.17323,  0.98425,  0.00,  0.76471,  0.82745,  0.76863,  0.60784,  0.09351,  0.25635,  3.00195,  0.58057, ---, ---, ---, ---
55, 34, -0.03099,  1.60547,  0.42969,  1.00,  0.10236,  0.11024,  0.99213,  0.00,  0.84706,  0.81961,  0.66275,  0.59216,  0.0531,  0.69824,  2.49805,  0.65674, ---, ---, ---, ---
56, 32, -0.29468,  1.4248,  0.38892,  1.00, -0.44882,  0.05512,  0.88976,  0.00,  0.68235,  0.77255,  0.87451,  0.42353,  0.42236,  0.90137,  2.49805,  0.65674, ---, ---, ---, ---
57, 30, -0.30249,  1.31738,  0.76465,  1.00, -0.22835,  0.02362,  0.97638,  0.00,  0.33333,  0.52941,  0.96863,  0.71765,  0.88037,  0.69727,  2.49805,  0.65674, ---, ---, ---, ---
58, 35, -0.12805,  1.54297,  1.03613,  1.00, -0.10236,  0.07087,  0.99213,  0.00,  0.20392,  0.45098,  0.89804,  0.82745,  0.94727,  0.22217,  2.49805,  0.65674, ---, ---, ---, ---
59, 31, -0.16614,  1.9082,  1.04297,  1.00, -0.11811,  0.16535,  0.97638,  0.00,  0.43922,  0.63922,  0.97647,  0.62353,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
60, 36, -0.59814,  1.82422,  0.60205,  1.00, -0.6378,  0.14961,  0.75591,  0.00,  0.24706,  0.80,  0.18824,  0.14118,  0.4939,  0.0262,  2.49805,  0.65674, ---, ---, ---, ---
61, 37, -0.11029,  1.45801,  0.43628,  1.00, -0.14961,  0.06299,  0.98425,  0.00,  0.24706,  0.80,  0.18824,  0.48627,  0.83545,  0.71875,  2.49805,  0.65674, ---, ---, ---, ---
62, 38, -0.29785,  1.75,  0.32104,  1.00, -0.45669,  0.14961,  0.87402,  0.00,  0.24706,  0.80,  0.18824,  0.47059,  0.90039,  0.24475,  3.00195,  0.58057, ---, ---, ---, ---
63, 39, -0.41284,  1.34473,  0.38257,  1.00, -0.50394,  0.0315,  0.85827,  0.00,  0.95686,  0.63922,  0.65098,  0.79608,  0.88037,  0.69727,  2.49805,  0.65674, ---, ---, ---, ---
64, 40, -0.65039,  1.8623,  0.61963,  1.00, -0.64567,  0.15748,  0.74803,  0.00,  0.93333,  0.7451,  0.53725,  0.56078,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
65, 41, -0.06192,  1.42285,  0.41968,  1.00, -0.11811,  0.05512,  0.99213,  0.00,  0.80392,  0.83922,  0.29412,  0.70196,  0.42236,  0.90137,  2.49805,  0.65674, ---, ---, ---, ---
66, 42, -0.32153,  1.79492,  0.75195,  1.00, -0.24409,  0.14961,  0.96063,  0.00,  0.68627,  0.86667,  0.21176,  0.03137,  0.09351,  0.25635,  2.49805,  0.65674, ---, ---, ---, ---
67, 41, -0.06192,  1.42285,  0.41968,  1.00, -0.11811,  0.05512,  0.99213,  0.00,  0.80392,  0.83922,  0.29412,  0.70196,  0.42236,  0.90137,  2.49805,  0.65674, ---, ---, ---, ---
68, 40, -0.65039,  1.8623,  0.61963,  1.00, -0.64567,  0.15748,  0.74803,  0.00,  0.93333,  0.7451,  0.53725,  0.56078,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
69, 42, -0.32153,  1.79492,  0.75195,  1.00, -0.24409,  0.14961,  0.96063,  0.00,  0.68627,  0.86667,  0.21176,  0.03137,  0.09351,  0.25635,  2.49805,  0.65674, ---, ---, ---, ---
70, 43, -0.10046,  1.5332,  0.69336,  1.00, -0.11811,  0.07087,  0.99213,  0.00,  0.58039,  0.82745,  0.13333,  0.62353,  0.0531,  0.69824,  2.49805,  0.65674, ---, ---, ---, ---
71, 41, -0.06192,  1.42285,  0.41968,  1.00, -0.11811,  0.05512,  0.99213,  0.00,  0.80392,  0.83922,  0.29412,  0.70196,  0.42236,  0.90137,  2.49805,  0.65674, ---, ---, ---, ---
72, 39, -0.41284,  1.34473,  0.38257,  1.00, -0.50394,  0.0315,  0.85827,  0.00,  0.95686,  0.63922,  0.65098,  0.79608,  0.88037,  0.69727,  2.49805,  0.65674, ---, ---, ---, ---
73, 44, -0.65967,  1.52539,  0.57959,  1.00, -0.66929,  0.07087,  0.74016,  0.00,  0.90588,  0.55686,  0.78431,  0.42353,  0.94727,  0.22217,  2.49805,  0.65674, ---, ---, ---, ---
74, 40, -0.65039,  1.8623,  0.61963,  1.00, -0.64567,  0.15748,  0.74803,  0.00,  0.93333,  0.7451,  0.53725,  0.56078,  0.54004,  0.0039,  2.49805,  0.65674, ---, ---, ---, ---
75, 45,  1.0332,  2.99219, -1.52734,  1.00,  0.53543,  0.40157, -0.74016,  0.00,  0.36863,  0.36471,  0.03529,  0.85882,  0.54053,  0.0048,  0.12573,  0.81201, ---, ---, ---, ---
76, 46,  0.90234,  2.97852, -1.07422,  1.00,  0.6378,  0.44094, -0.62992,  0.00,  0.36863,  0.36471,  0.03529,  0.71765,  0.94922,  0.2229,  0.41309,  0.77393, ---, ---, ---, ---
77, 47,  0.63916,  2.28516, -0.85449,  1.00,  0.66929,  0.27559, -0.69291,  0.00,  0.36863,  0.36471,  0.03529,  0.70196,  0.88379,  0.69629,  0.12573,  0.81201, ---, ---, ---, ---
78, 48,  0.76123,  2.24219, -0.87109,  1.00,  0.70866,  0.25984, -0.66142,  0.00,  0.9451,  0.37255,  0.6902,  0.25098,  0.4939,  0.0262,  0.12573,  0.81201, ---, ---, ---, ---
79, 49,  0.13623,  1.74121, -0.46289,  1.00,  0.44882,  0.14961, -0.88189,  0.00,  0.9451,  0.37255,  0.6902,  0.26667,  0.83545,  0.71875,  0.12573,  0.81201, ---, ---, ---, ---
80, 50,  0.21582,  2.22461, -0.63477,  1.00,  0.43307,  0.28346, -0.85039,  0.00,  0.9451,  0.37255,  0.6902,  0.28235,  0.90039,  0.24475,  0.12573,  0.81201, ---, ---, ---, ---
81, 51,  0.49219,  1.89844, -0.2063,  1.00,  0.97638,  0.1811, -0.13386,  0.00,  0.3098,  0.9451,  0.61961,  0.62353,  0.88037,  0.69727,  0.41309,  0.77393, ---, ---, ---, ---
82, 52,  0.82764,  2.29492, -0.91406,  1.00,  0.70866,  0.26772, -0.64567,  0.00,  0.42353,  0.94118,  0.72157,  0.50196,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
83, 53,  0.07428,  1.69141, -0.42261,  1.00,  0.43307,  0.14173, -0.88976,  0.00,  0.62745,  0.79608,  0.88235,  0.68627,  0.42236,  0.90137,  0.12573,  0.81201, ---, ---, ---, ---
84, 54,  0.53711,  1.89258, -1.04395,  1.00,  0.50394,  0.16535, -0.85039,  0.00,  0.72941,  0.69804,  0.89804,  0.71765,  0.09351,  0.25635,  0.12573,  0.81201, ---, ---, ---, ---
85, 53,  0.07428,  1.69141, -0.42261,  1.00,  0.43307,  0.14173, -0.88976,  0.00,  0.62745,  0.79608,  0.88235,  0.68627,  0.42236,  0.90137,  0.12573,  0.81201, ---, ---, ---, ---
86, 52,  0.82764,  2.29492, -0.91406,  1.00,  0.70866,  0.26772, -0.64567,  0.00,  0.42353,  0.94118,  0.72157,  0.50196,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
87, 54,  0.53711,  1.89258, -1.04395,  1.00,  0.50394,  0.16535, -0.85039,  0.00,  0.72941,  0.69804,  0.89804,  0.71765,  0.09351,  0.25635,  0.12573,  0.81201, ---, ---, ---, ---
88, 55,  0.28809,  1.56738, -0.7666,  1.00,  0.45669,  0.08661, -0.88976,  0.00,  0.78039,  0.57255,  0.90588,  0.82745,  0.0531,  0.69824,  0.12573,  0.81201, ---, ---, ---, ---
89, 53,  0.07428,  1.69141, -0.42261,  1.00,  0.43307,  0.14173, -0.88976,  0.00,  0.62745,  0.79608,  0.88235,  0.68627,  0.42236,  0.90137,  0.12573,  0.81201, ---, ---, ---, ---
90, 51,  0.49219,  1.89844, -0.2063,  1.00,  0.97638,  0.1811, -0.13386,  0.00,  0.3098,  0.9451,  0.61961,  0.62353,  0.88037,  0.69727,  0.41309,  0.77393, ---, ---, ---, ---
91, 56,  0.88916,  2.04492, -0.50391,  1.00,  0.89764,  0.22047, -0.38583,  0.00,  0.24314,  0.92941,  0.46667,  0.81176,  0.94727,  0.22217,  0.41309,  0.77393, ---, ---, ---, ---
92, 52,  0.82764,  2.29492, -0.91406,  1.00,  0.70866,  0.26772, -0.64567,  0.00,  0.42353,  0.94118,  0.72157,  0.50196,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
93, 57, -0.2019,  2.45313, -1.93555,  1.00, -0.07874,  0.26772, -0.96063,  0.00,  0.60392,  0.33725,  0.96078,  0.85098,  0.54053,  0.0048,  0.12573,  0.81201, ---, ---, ---, ---
94, 58, -0.35034,  2.28711, -1.00195,  1.00, -0.37795,  0.28346, -0.88189,  0.00,  0.60392,  0.33725,  0.96078,  0.43922,  0.88379,  0.69629,  0.12573,  0.81201, ---, ---, ---, ---
95, 59, -0.35278,  2.66797, -1.5957,  1.00, -0.20472,  0.33858, -0.91339,  0.00,  0.60392,  0.33725,  0.96078,  0.73333,  0.94922,  0.2229,  0.12573,  0.81201, ---, ---, ---, ---
96, 60,  0.05365,  2.47852, -1.18457,  1.00,  0.09449,  0.33071, -0.93701,  0.00,  0.51765,  1.00,  0.49412,  0.52941,  0.88281,  0.69629,  0.12573,  0.81201, ---, ---, ---, ---
97, 61, -0.2019,  2.45313, -1.93555,  1.00, -0.07874,  0.26772, -0.96063,  0.00,  0.49412,  0.99608,  0.56078,  0.85098,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
98, 62, -0.35034,  2.28711, -1.00195,  1.00, -0.37795,  0.28346, -0.88189,  0.00,  0.40784,  0.89804,  0.78824,  0.43922,  0.42188,  0.8999,  0.12573,  0.81201, ---, ---, ---, ---
99, 63, -0.604,  2.27148, -1.69824,  1.00, -0.33071,  0.23622, -0.91339,  0.00,  0.38824,  0.8549,  0.83137,  0.98431,  0.09113,  0.2561,  0.12573,  0.81201, ---, ---, ---, ---
100, 62, -0.35034,  2.28711, -1.00195,  1.00, -0.37795,  0.28346, -0.88189,  0.00,  0.40784,  0.89804,  0.78824,  0.43922,  0.42188,  0.8999,  0.12573,  0.81201, ---, ---, ---, ---
101, 61, -0.2019,  2.45313, -1.93555,  1.00, -0.07874,  0.26772, -0.96063,  0.00,  0.49412,  0.99608,  0.56078,  0.85098,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
102, 63, -0.604,  2.27148, -1.69824,  1.00, -0.33071,  0.23622, -0.91339,  0.00,  0.38824,  0.8549,  0.83137,  0.98431,  0.09113,  0.2561,  0.12573,  0.81201, ---, ---, ---, ---
103, 64, -0.53906,  2.08398, -1.2832,  1.00, -0.40945,  0.2126, -0.88976,  0.00,  0.3451,  0.6902,  0.93725,  0.81176,  0.05051,  0.69678,  0.12573,  0.81201, ---, ---, ---, ---
104, 62, -0.35034,  2.28711, -1.00195,  1.00, -0.37795,  0.28346, -0.88189,  0.00,  0.40784,  0.89804,  0.78824,  0.43922,  0.42188,  0.8999,  0.12573,  0.81201, ---, ---, ---, ---
105, 60,  0.05365,  2.47852, -1.18457,  1.00,  0.09449,  0.33071, -0.93701,  0.00,  0.51765,  1.00,  0.49412,  0.52941,  0.88281,  0.69629,  0.12573,  0.81201, ---, ---, ---, ---
106, 65,  0.14661,  2.34766, -1.65332,  1.00,  0.11024,  0.25984, -0.96063,  0.00,  0.58431,  0.94902,  0.29804,  0.98431,  0.94971,  0.22192,  0.12573,  0.81201, ---, ---, ---, ---
107, 61, -0.2019,  2.45313, -1.93555,  1.00, -0.07874,  0.26772, -0.96063,  0.00,  0.49412,  0.99608,  0.56078,  0.85098,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
108, 66,  0.05136,  2.54492, -1.50098,  1.00,  0.06299,  0.32283, -0.94488,  0.00,  0.67843,  0.19216,  0.85098,  0.36078,  0.4939,  0.0262,  0.12573,  0.81201, ---, ---, ---, ---
109, 67,  0.17834,  2.02734, -0.86084,  1.00,  0.2126,  0.22835, -0.95276,  0.00,  0.67843,  0.19216,  0.85098,  0.42353,  0.83545,  0.71875,  0.12573,  0.81201, ---, ---, ---, ---
110, 68, -0.08881,  2.4082, -0.98633,  1.00, -0.10236,  0.33071, -0.93701,  0.00,  0.67843,  0.19216,  0.85098,  0.43922,  0.90039,  0.24475,  0.12573,  0.81201, ---, ---, ---, ---
111, 69,  0.46509,  2.34375, -0.92627,  1.00,  0.48819,  0.29134, -0.8189,  0.00,  0.24314,  0.90588,  0.64314,  0.71765,  0.88037,  0.69727,  0.12573,  0.81201, ---, ---, ---, ---
112, 70,  0.03809,  2.59961, -1.56934,  1.00,  0.04724,  0.33071, -0.94488,  0.00,  0.25098,  0.83137,  0.77647,  0.81176,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
113, 71,  0.1908,  1.97559, -0.79785,  1.00,  0.38583,  0.22047, -0.89764,  0.00,  0.28235,  0.58824,  0.94118,  0.79608,  0.42236,  0.90137,  0.12573,  0.81201, ---, ---, ---, ---
114, 72, -0.03195,  2.13672, -1.48633,  1.00,  0.02362,  0.22047, -0.97638,  0.00,  0.35294,  0.46667,  0.97647,  0.79608,  0.09351,  0.25635,  0.12573,  0.81201, ---, ---, ---, ---
115, 71,  0.1908,  1.97559, -0.79785,  1.00,  0.38583,  0.22047, -0.89764,  0.00,  0.28235,  0.58824,  0.94118,  0.79608,  0.42236,  0.90137,  0.12573,  0.81201, ---, ---, ---, ---
116, 70,  0.03809,  2.59961, -1.56934,  1.00,  0.04724,  0.33071, -0.94488,  0.00,  0.25098,  0.83137,  0.77647,  0.81176,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
117, 72, -0.03195,  2.13672, -1.48633,  1.00,  0.02362,  0.22047, -0.97638,  0.00,  0.35294,  0.46667,  0.97647,  0.79608,  0.09351,  0.25635,  0.12573,  0.81201, ---, ---, ---, ---
118, 73,  0.14282,  1.85742, -1.16895,  1.00,  0.16535,  0.15748, -0.97638,  0.00,  0.38824,  0.33725,  0.96078,  0.93725,  0.0531,  0.69824,  0.12573,  0.81201, ---, ---, ---, ---
119, 71,  0.1908,  1.97559, -0.79785,  1.00,  0.38583,  0.22047, -0.89764,  0.00,  0.28235,  0.58824,  0.94118,  0.79608,  0.42236,  0.90137,  0.12573,  0.81201, ---, ---, ---, ---
120, 69,  0.46509,  2.34375, -0.92627,  1.00,  0.48819,  0.29134, -0.8189,  0.00,  0.24314,  0.90588,  0.64314,  0.71765,  0.88037,  0.69727,  0.12573,  0.81201, ---, ---, ---, ---
121, 74,  0.43188,  2.52148, -1.37012,  1.00,  0.34646,  0.31496, -0.88189,  0.00,  0.31373,  0.96471,  0.50196,  0.57647,  0.94727,  0.22217,  0.12573,  0.81201, ---, ---, ---, ---
122, 70,  0.03809,  2.59961, -1.56934,  1.00,  0.04724,  0.33071, -0.94488,  0.00,  0.25098,  0.83137,  0.77647,  0.81176,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
123, 75, -0.19263,  2.04883, -1.04395,  1.00, -0.16535,  0.22047, -0.96063,  0.00,  0.48627,  0.6902,  0.96078,  0.50196,  0.88037,  0.69727,  0.12573,  0.81201, ---, ---, ---, ---
