VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
1368, 864,  0.54199,  4.16016, -0.10785,  1.00,  0.44094,  0.89764,  0.02362,  0.00,  0.47451,  0.98824,  0.60,  0.67059,  0.88281,  0.69629,  3.16211,  0.97412, ---, ---, ---, ---
1369, 865,  0.66455,  4.23438, -1.00391,  1.00,  0.37008,  0.77953, -0.50394,  0.00,  0.48235,  0.96863,  0.66667,  0.86667,  0.54004,  0.0039,  3.16211,  0.97412, ---, ---, ---, ---
1370, 866,  0.09857,  3.83398, -0.1532,  1.00,  0.15748,  0.98425, -0.00787,  0.00,  0.51765,  0.82353,  0.88235,  0.52941,  0.42188,  0.8999,  3.16211,  0.97412, ---, ---, ---, ---
1371, 867,  0.19263,  3.9082, -0.99121,  1.00,  0.17323,  0.77953, -0.59843,  0.00,  0.52157,  0.76863,  0.92157,  0.59216,  0.09113,  0.2561, -0.17505,  0.82471, ---, ---, ---, ---
1372, 866,  0.09857,  3.83398, -0.1532,  1.00,  0.15748,  0.98425, -0.00787,  0.00,  0.51765,  0.82353,  0.88235,  0.52941,  0.42188,  0.8999,  3.16211,  0.97412, ---, ---, ---, ---
1373, 865,  0.66455,  4.23438, -1.00391,  1.00,  0.37008,  0.77953, -0.50394,  0.00,  0.48235,  0.96863,  0.66667,  0.86667,  0.54004,  0.0039,  3.16211,  0.97412, ---, ---, ---, ---
1374, 867,  0.19263,  3.9082, -0.99121,  1.00,  0.17323,  0.77953, -0.59843,  0.00,  0.52157,  0.76863,  0.92157,  0.59216,  0.09113,  0.2561, -0.17505,  0.82471, ---, ---, ---, ---
1375, 868,  0.10156,  3.62891, -0.55566,  1.00,  0.18898,  0.85039, -0.49606,  0.00,  0.54902,  0.58431,  0.99216,  0.60784,  0.05051,  0.69678,  3.16211,  0.97412, ---, ---, ---, ---
1376, 866,  0.09857,  3.83398, -0.1532,  1.00,  0.15748,  0.98425, -0.00787,  0.00,  0.51765,  0.82353,  0.88235,  0.52941,  0.42188,  0.8999,  3.16211,  0.97412, ---, ---, ---, ---
1377, 864,  0.54199,  4.16016, -0.10785,  1.00,  0.44094,  0.89764,  0.02362,  0.00,  0.47451,  0.98824,  0.60,  0.67059,  0.88281,  0.69629,  3.16211,  0.97412, ---, ---, ---, ---
1378, 869,  0.8999,  4.125, -0.5459,  1.00,  0.58268,  0.77953, -0.22835,  0.00,  0.44314,  0.98431,  0.38824,  1.00,  0.94971,  0.22192,  3.16211,  0.97412, ---, ---, ---, ---
1379, 865,  0.66455,  4.23438, -1.00391,  1.00,  0.37008,  0.77953, -0.50394,  0.00,  0.48235,  0.96863,  0.66667,  0.86667,  0.54004,  0.0039,  3.16211,  0.97412, ---, ---, ---, ---
1380, 870, -0.36597,  5.13672, -0.39233,  1.00, -0.19685,  0.9685, -0.14173,  0.00,  0.23529,  0.65882,  0.1098,  0.84706,  0.54053,  0.0048,  3.16211,  0.97412, ---, ---, ---, ---
1381, 871, -0.47754,  4.88281, -0.07623,  1.00, -0.23622,  0.9685,  0.03937,  0.00,  0.23529,  0.65882,  0.1098,  1.00,  0.94922,  0.2229,  3.16211,  0.97412, ---, ---, ---, ---
1382, 872, -0.19507,  4.25781, -0.11584,  1.00, -0.12598,  0.99213,  0.0315,  0.00,  0.23529,  0.65882,  0.1098,  0.49804,  0.88379,  0.69629,  3.16211,  0.97412, ---, ---, ---, ---
1383, 873, -0.76416,  4.15625, -0.37476,  1.00, -0.48031,  0.85827, -0.15748,  0.00,  0.15294,  0.85882,  0.49804,  0.4549,  0.4939,  0.0262, -0.17505,  0.82471, ---, ---, ---, ---
1384, 874, -0.01566,  3.84961, -0.06372,  1.00,  0.02362,  0.99213,  0.11024,  0.00,  0.15294,  0.85882,  0.49804,  0.00,  0.83545,  0.71875,  3.16211,  0.97412, ---, ---, ---, ---
1385, 875, -0.19153,  4.17578, -0.40063,  1.00, -0.13386,  0.9685, -0.19685,  0.00,  0.15294,  0.85882,  0.49804,  0.42353,  0.90039,  0.24475,  3.16211,  0.97412, ---, ---, ---, ---
1386, 876, -0.24146,  3.5957, -0.35815,  1.00, -0.29134,  0.91339, -0.29134,  0.00,  0.96471,  0.61176,  0.34902,  0.39216,  0.88037,  0.69727, -0.17505,  0.82471, ---, ---, ---, ---
1387, 877, -0.84326,  4.1875, -0.40771,  1.00, -0.51181,  0.84252, -0.16535,  0.00,  0.8902,  0.74118,  0.30196,  0.82745,  0.54004,  0.0039, -0.17505,  0.82471, ---, ---, ---, ---
1388, 878,  0.05847,  3.81836, -0.03293,  1.00,  0.11024,  0.98425,  0.13386,  0.00,  0.65098,  0.8902,  0.22745,  0.01569,  0.42236,  0.90137,  3.16211,  0.97412, ---, ---, ---, ---
1389, 879, -0.60596,  4.20703,  0.02524,  1.00, -0.4252,  0.89764,  0.14173,  0.00,  0.51373,  0.93333,  0.24706,  0.70196,  0.09351,  0.25635,  3.16211,  0.97412, ---, ---, ---, ---
1390, 878,  0.05847,  3.81836, -0.03293,  1.00,  0.11024,  0.98425,  0.13386,  0.00,  0.65098,  0.8902,  0.22745,  0.01569,  0.42236,  0.90137,  3.16211,  0.97412, ---, ---, ---, ---
1391, 877, -0.84326,  4.1875, -0.40771,  1.00, -0.51181,  0.84252, -0.16535,  0.00,  0.8902,  0.74118,  0.30196,  0.82745,  0.54004,  0.0039, -0.17505,  0.82471, ---, ---, ---, ---
1392, 879, -0.60596,  4.20703,  0.02524,  1.00, -0.4252,  0.89764,  0.14173,  0.00,  0.51373,  0.93333,  0.24706,  0.70196,  0.09351,  0.25635,  3.16211,  0.97412, ---, ---, ---, ---
1393, 880, -0.25293,  3.93945,  0.2019,  1.00, -0.20472,  0.92126,  0.33858,  0.00,  0.37647,  0.91373,  0.24706,  0.32941,  0.0531,  0.69824,  3.16211,  0.97412, ---, ---, ---, ---
1394, 878,  0.05847,  3.81836, -0.03293,  1.00,  0.11024,  0.98425,  0.13386,  0.00,  0.65098,  0.8902,  0.22745,  0.01569,  0.42236,  0.90137,  3.16211,  0.97412, ---, ---, ---, ---
1395, 876, -0.24146,  3.5957, -0.35815,  1.00, -0.29134,  0.91339, -0.29134,  0.00,  0.96471,  0.61176,  0.34902,  0.39216,  0.88037,  0.69727, -0.17505,  0.82471, ---, ---, ---, ---
1396, 881, -0.71777,  3.74023, -0.39502,  1.00, -0.59843,  0.77165, -0.2126,  0.00,  1.00,  0.49804,  0.46275,  0.43922,  0.94727,  0.22217, -0.17505,  0.82471, ---, ---, ---, ---
1397, 877, -0.84326,  4.1875, -0.40771,  1.00, -0.51181,  0.84252, -0.16535,  0.00,  0.8902,  0.74118,  0.30196,  0.82745,  0.54004,  0.0039, -0.17505,  0.82471, ---, ---, ---, ---
1398, 882, -0.75049,  4.94922, -0.31006,  1.00, -0.29921,  0.94488, -0.08661,  0.00,  0.92549,  0.58039,  0.25098,  0.84706,  0.54053,  0.0048,  3.16211,  0.97412, ---, ---, ---, ---
1399, 883, -0.39502,  4.88672, -0.11139,  1.00, -0.23622,  0.9685,  0.02362,  0.00,  0.92549,  0.58039,  0.25098,  0.79608,  0.94922,  0.2229,  3.16211,  0.97412, ---, ---, ---, ---
1400, 884, -0.19287,  4.24609, -0.11658,  1.00, -0.12598,  0.99213,  0.0315,  0.00,  0.92549,  0.58039,  0.25098,  0.54118,  0.88379,  0.69629,  3.16211,  0.97412, ---, ---, ---, ---
1401, 885,  0.2229,  4.32813,  0.08075,  1.00,  0.1811,  0.9685,  0.15748,  0.00,  0.84706,  0.78039,  0.27451,  0.63922,  0.88037,  0.69727,  3.16211,  0.97412, ---, ---, ---, ---
1402, 886, -0.13306,  4.04688, -0.14343,  1.00, -0.10236,  0.99213,  0.00787,  0.00,  0.94902,  0.63922,  0.67451,  0.50196,  0.42236,  0.90137,  3.16211,  0.97412, ---, ---, ---, ---
1403, 887, -0.26831,  5.00391,  0.30786,  1.00, -0.11024,  0.9685,  0.2126,  0.00,  0.91373,  0.76863,  0.41176,  0.98431,  0.54004,  0.0039,  3.16211,  0.97412, ---, ---, ---, ---
1404, 888, -0.54248,  4.58203,  0.26685,  1.00, -0.30709,  0.92913,  0.22047,  0.00,  0.89412,  0.57647,  0.79608,  0.95294,  0.09351,  0.25635,  3.16211,  0.97412, ---, ---, ---, ---
1405, 887, -0.26831,  5.00391,  0.30786,  1.00, -0.11024,  0.9685,  0.2126,  0.00,  0.91373,  0.76863,  0.41176,  0.98431,  0.54004,  0.0039,  3.16211,  0.97412, ---, ---, ---, ---
1406, 886, -0.13306,  4.04688, -0.14343,  1.00, -0.10236,  0.99213,  0.00787,  0.00,  0.94902,  0.63922,  0.67451,  0.50196,  0.42236,  0.90137,  3.16211,  0.97412, ---, ---, ---, ---
1407, 888, -0.54248,  4.58203,  0.26685,  1.00, -0.30709,  0.92913,  0.22047,  0.00,  0.89412,  0.57647,  0.79608,  0.95294,  0.09351,  0.25635,  3.16211,  0.97412, ---, ---, ---, ---
1408, 886, -0.13306,  4.04688, -0.14343,  1.00, -0.10236,  0.99213,  0.00787,  0.00,  0.94902,  0.63922,  0.67451,  0.50196,  0.42236,  0.90137,  3.16211,  0.97412, ---, ---, ---, ---
1409, 889, -0.41357,  4.125,  0.15588,  1.00, -0.30709,  0.92126,  0.24409,  0.00,  0.83922,  0.47843,  0.86667,  0.67059,  0.0531,  0.69824,  3.16211,  0.97412, ---, ---, ---, ---
1410, 885,  0.2229,  4.32813,  0.08075,  1.00,  0.1811,  0.9685,  0.15748,  0.00,  0.84706,  0.78039,  0.27451,  0.63922,  0.88037,  0.69727,  3.16211,  0.97412, ---, ---, ---, ---
1411, 887, -0.26831,  5.00391,  0.30786,  1.00, -0.11024,  0.9685,  0.2126,  0.00,  0.91373,  0.76863,  0.41176,  0.98431,  0.54004,  0.0039,  3.16211,  0.97412, ---, ---, ---, ---
1412, 890,  0.08563,  4.69922,  0.40381,  1.00,  0.07087,  0.96063,  0.25984,  0.00,  0.71765,  0.81176,  0.17255,  1.00,  0.94727,  0.22217,  3.16211,  0.97412, ---, ---, ---, ---
1413, 891, -0.25659,  4.91797,  0.26782,  1.00, -0.11811,  0.9685,  0.2126,  0.00,  0.52549,  0.44314,  0.99608,  0.70196,  0.4939,  0.0262,  3.16211,  0.97412, ---, ---, ---, ---
1414, 892, -0.19556,  4.61719, -0.23157,  1.00, -0.08661,  0.99213, -0.04724,  0.00,  0.52549,  0.44314,  0.99608,  0.47059,  0.90039,  0.24475,  3.16211,  0.97412, ---, ---, ---, ---
1415, 893, -0.14404,  4.125, -0.10626,  1.00, -0.10236,  0.99213,  0.03937,  0.00,  0.52549,  0.44314,  0.99608,  0.39216,  0.83545,  0.71875,  3.16211,  0.97412, ---, ---, ---, ---
1416, 894,  0.88916,  1.81934,  0.0332,  1.00,  0.9685,  0.14961,  0.17323,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  3.375,  0.85596, ---, ---, ---, ---
1417, 895,  0.41333,  1.53613,  0.06976,  1.00,  0.88976,  0.07874,  0.44882,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.42798,  0.0078,  3.375,  0.85596, ---, ---, ---, ---
1418, 896,  0.87842,  2.10742,  0.52393,  1.00,  0.76378,  0.22047,  0.6063,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  3.375,  0.85596, ---, ---, ---, ---
1419, 894,  0.88916,  1.81934,  0.0332,  1.00,  0.9685,  0.14961,  0.17323,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  3.375,  0.85596, ---, ---, ---, ---
1420, 896,  0.87842,  2.10742,  0.52393,  1.00,  0.76378,  0.22047,  0.6063,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  3.375,  0.85596, ---, ---, ---, ---
1421, 897,  1.15918,  2.08398,  0.24646,  1.00,  0.92126,  0.2126,  0.33071,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.1947,  3.375,  0.85596, ---, ---, ---, ---
1422, 898,  0.18945,  2.37109, -0.70898,  1.00,  0.3937,  0.34646, -0.85039,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  0.12573,  0.81201, ---, ---, ---, ---
1423, 899,  0.13586,  1.8125, -0.51025,  1.00,  0.44094,  0.16535, -0.88189,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.42798,  0.0078,  0.12573,  0.81201, ---, ---, ---, ---
1424, 900,  0.58154,  2.28125, -1.15625,  1.00,  0.48819,  0.25984, -0.83465,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  0.12573,  0.81201, ---, ---, ---, ---
1425, 898,  0.18945,  2.37109, -0.70898,  1.00,  0.3937,  0.34646, -0.85039,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  0.12573,  0.81201, ---, ---, ---, ---
1426, 900,  0.58154,  2.28125, -1.15625,  1.00,  0.48819,  0.25984, -0.83465,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  0.12573,  0.81201, ---, ---, ---, ---
1427, 901,  0.38379,  2.62891, -1.0332,  1.00,  0.40157,  0.37795, -0.83465,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.1947,  0.12573,  0.81201, ---, ---, ---, ---
1428, 902, -0.48047,  2.19531, -0.71533,  1.00, -0.64567,  0.26772, -0.71654,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  0.12573,  0.81201, ---, ---, ---, ---
1429, 903, -0.03888,  1.77832, -0.46094,  1.00, -0.12598,  0.16535, -0.97638,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.42798,  0.0078,  0.12573,  0.81201, ---, ---, ---, ---
1430, 904, -0.25635,  2.39063, -1.18262,  1.00, -0.18898,  0.29921, -0.93701,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  0.12573,  0.81201, ---, ---, ---, ---
1431, 902, -0.48047,  2.19531, -0.71533,  1.00, -0.64567,  0.26772, -0.71654,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  0.12573,  0.81201, ---, ---, ---, ---
1432, 904, -0.25635,  2.39063, -1.18262,  1.00, -0.18898,  0.29921, -0.93701,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  0.12573,  0.81201, ---, ---, ---, ---
1433, 905, -0.625,  2.35352, -1.0791,  1.00, -0.49606,  0.28346, -0.8189,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.1947,  0.12573,  0.81201, ---, ---, ---, ---
1434, 906, -0.3335,  2.42773,  0.67676,  1.00, -0.3622,  0.33071,  0.87402,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  3.00195,  0.58057, ---, ---, ---, ---
1435, 907, -0.02451,  2.05859,  0.07666,  1.00,  0.13386,  0.26772,  0.95276,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.42798,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1436, 908,  0.25439,  2.64844,  1.02344,  1.00,  0.2126,  0.3622,  0.90551,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  2.91406,  0.81982, ---, ---, ---, ---
1437, 906, -0.3335,  2.42773,  0.67676,  1.00, -0.3622,  0.33071,  0.87402,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  3.00195,  0.58057, ---, ---, ---, ---
1438, 908,  0.25439,  2.64844,  1.02344,  1.00,  0.2126,  0.3622,  0.90551,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  2.91406,  0.81982, ---, ---, ---, ---
1439, 909, -0.22791,  2.70313,  1.13672,  1.00, -0.13386,  0.37008,  0.92126,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.1947,  2.91406,  0.81982, ---, ---, ---, ---
1440, 910, -0.5874,  3.2207, -0.25415,  1.00, -0.75591,  0.64567, -0.12598,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164, -0.17505,  0.82471, ---, ---, ---, ---
1441, 911,  0.00122,  2.74805, -0.24548,  1.00,  0.35433,  0.59843, -0.72441,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.42798,  0.0078, -0.17505,  0.82471, ---, ---, ---, ---
1442, 912, -0.65674,  3.46289,  0.41675,  1.00, -0.55118,  0.66929,  0.50394,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1443, 910, -0.5874,  3.2207, -0.25415,  1.00, -0.75591,  0.64567, -0.12598,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164, -0.17505,  0.82471, ---, ---, ---, ---
1444, 912, -0.65674,  3.46289,  0.41675,  1.00, -0.55118,  0.66929,  0.50394,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1445, 913, -0.91895,  3.56836,  0.0056,  1.00, -0.71654,  0.68504,  0.12598,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.1947,  3.16211,  0.97412, ---, ---, ---, ---
1446, 914, -0.38574,  3.93164, -0.08105,  1.00, -0.35433,  0.93701,  0.07087,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  3.16211,  0.97412, ---, ---, ---, ---
1447, 915, -0.07031,  3.38086, -0.07043,  1.00, -0.14961,  0.94488,  0.29921,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.42798,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1448, 916, -0.8208,  3.82813,  0.32031,  1.00, -0.55906,  0.74803,  0.34646,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1449, 914, -0.38574,  3.93164, -0.08105,  1.00, -0.35433,  0.93701,  0.07087,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  3.16211,  0.97412, ---, ---, ---, ---
1450, 916, -0.8208,  3.82813,  0.32031,  1.00, -0.55906,  0.74803,  0.34646,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1451, 917, -0.73828,  4.16797,  0.08997,  1.00, -0.47244,  0.86614,  0.14961,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.1947,  3.16211,  0.97412, ---, ---, ---, ---
1452, 918,  0.2406,  3.7793, -0.16138,  1.00,  0.33858,  0.93701, -0.02362,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  3.16211,  0.97412, ---, ---, ---, ---
1453, 919,  0.03949,  3.17969, -0.10608,  1.00,  0.46457,  0.85039,  0.24409,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.42798,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1454, 920,  0.22974,  3.96484,  0.41016,  1.00,  0.2126,  0.86614,  0.45669,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1455, 918,  0.2406,  3.7793, -0.16138,  1.00,  0.33858,  0.93701, -0.02362,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164,  3.16211,  0.97412, ---, ---, ---, ---
1456, 920,  0.22974,  3.96484,  0.41016,  1.00,  0.2126,  0.86614,  0.45669,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1457, 921,  0.33862,  4.16797,  0.06155,  1.00,  0.29134,  0.94488,  0.16535,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.1947,  3.16211,  0.97412, ---, ---, ---, ---
1458, 922,  0.02156,  3.51758, -0.39575,  1.00,  0.07874,  0.91339, -0.40157,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164, -0.17505,  0.82471, ---, ---, ---, ---
1459, 923,  0.02365,  3.00586, -0.02083,  1.00,  0.30709,  0.72441,  0.61417,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.42798,  0.0078,  3.16211,  0.97412, ---, ---, ---, ---
1460, 924,  0.40112,  3.35156, -0.83057,  1.00,  0.40157,  0.6378, -0.66142,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078, -0.17505,  0.82471, ---, ---, ---, ---
1461, 922,  0.02156,  3.51758, -0.39575,  1.00,  0.07874,  0.91339, -0.40157,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164, -0.17505,  0.82471, ---, ---, ---, ---
1462, 924,  0.40112,  3.35156, -0.83057,  1.00,  0.40157,  0.6378, -0.66142,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078, -0.17505,  0.82471, ---, ---, ---, ---
1463, 925,  0.18738,  3.70703, -0.77881,  1.00,  0.2126,  0.7874, -0.5748,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.1947, -0.17505,  0.82471, ---, ---, ---, ---
1464, 926, -0.84131,  2.01172, -0.69092,  1.00, -0.83465,  0.19685, -0.51181,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164, -0.70605,  0.52148, ---, ---, ---, ---
1465, 927, -0.2937,  1.85645, -0.08246,  1.00, -0.9685,  0.1811,  0.17323,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.42798,  0.0078, -0.70605,  0.52148, ---, ---, ---, ---
1466, 928, -0.90088,  2.5918, -0.67725,  1.00, -0.80315,  0.3622, -0.46457,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078, -0.70605,  0.52148, ---, ---, ---, ---
1467, 926, -0.84131,  2.01172, -0.69092,  1.00, -0.83465,  0.19685, -0.51181,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.20422,  0.18164, -0.70605,  0.52148, ---, ---, ---, ---
1468, 928, -0.90088,  2.5918, -0.67725,  1.00, -0.80315,  0.3622, -0.46457,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.0078, -0.70605,  0.52148, ---, ---, ---, ---
1469, 929, -1.13184,  2.30664, -0.85059,  1.00, -0.8189,  0.25984, -0.51181,  0.00,  0.5098,  0.38824,  0.23137,  1.00,  0.00,  0.1947, -0.70605,  0.52148, ---, ---, ---, ---
1470, 930,  0.34668,  2.61523, -1.14648,  1.00,  0.35433,  0.3622, -0.85827,  0.00,  0.27843,  0.93333,  0.61176,  0.73333,  0.88281,  0.69629,  0.12573,  0.81201, ---, ---, ---, ---
1471, 931,  0.63916,  2.28516, -0.85449,  1.00,  0.66929,  0.27559, -0.69291,  0.00,  0.07843,  0.75686,  0.41569,  0.70196,  0.42188,  0.8999,  0.12573,  0.81201, ---, ---, ---, ---
1472, 932,  1.0332,  2.99219, -1.52734,  1.00,  0.53543,  0.40157, -0.74016,  0.00,  0.22353,  0.9098,  0.57255,  0.85882,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
1473, 933,  1.28809,  2.63867, -1.19141,  1.00,  0.75591,  0.31496, -0.5748,  0.00,  0.05882,  0.70588,  0.38039,  1.00,  0.09113,  0.2561,  0.12573,  0.81201, ---, ---, ---, ---
1474, 932,  1.0332,  2.99219, -1.52734,  1.00,  0.53543,  0.40157, -0.74016,  0.00,  0.22353,  0.9098,  0.57255,  0.85882,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
1475, 931,  0.63916,  2.28516, -0.85449,  1.00,  0.66929,  0.27559, -0.69291,  0.00,  0.07843,  0.75686,  0.41569,  0.70196,  0.42188,  0.8999,  0.12573,  0.81201, ---, ---, ---, ---
1476, 933,  1.28809,  2.63867, -1.19141,  1.00,  0.75591,  0.31496, -0.5748,  0.00,  0.05882,  0.70588,  0.38039,  1.00,  0.09113,  0.2561,  0.12573,  0.81201, ---, ---, ---, ---
1477, 931,  0.63916,  2.28516, -0.85449,  1.00,  0.66929,  0.27559, -0.69291,  0.00,  0.07843,  0.75686,  0.41569,  0.70196,  0.42188,  0.8999,  0.12573,  0.81201, ---, ---, ---, ---
1478, 934,  1.02832,  2.23438, -1.03809,  1.00,  0.74016,  0.24409, -0.62992,  0.00,  0.05098,  0.53333,  0.28235,  0.96863,  0.05051,  0.69678,  0.12573,  0.81201, ---, ---, ---, ---
1479, 930,  0.34668,  2.61523, -1.14648,  1.00,  0.35433,  0.3622, -0.85827,  0.00,  0.27843,  0.93333,  0.61176,  0.73333,  0.88281,  0.69629,  0.12573,  0.81201, ---, ---, ---, ---
1480, 932,  1.0332,  2.99219, -1.52734,  1.00,  0.53543,  0.40157, -0.74016,  0.00,  0.22353,  0.9098,  0.57255,  0.85882,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
1481, 935,  0.58447,  2.77539, -1.6084,  1.00,  0.35433,  0.3622, -0.86614,  0.00,  0.46275,  0.9451,  0.72157,  1.00,  0.94971,  0.22192,  0.12573,  0.81201, ---, ---, ---, ---
1482, 936,  0.31592,  2.2793, -1.33301,  1.00,  0.25197,  0.25984, -0.92913,  0.00,  0.60784,  0.80,  0.88235,  0.70196,  0.88281,  0.69629,  0.12573,  0.81201, ---, ---, ---, ---
1483, 937,  0.44922,  2.28906, -0.89063,  1.00,  0.48819,  0.28346, -0.82677,  0.00,  0.2902,  0.84314,  0.80,  0.66275,  0.42188,  0.8999,  0.12573,  0.81201, ---, ---, ---, ---
1484, 938,  0.80225,  2.82227, -1.54883,  1.00,  0.48819,  0.37008, -0.79528,  0.00,  0.54118,  0.81961,  0.88235,  0.76863,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
1485, 939,  0.89697,  2.80469, -1.07813,  1.00,  0.65354,  0.3937, -0.65354,  0.00,  0.23529,  0.82745,  0.76863,  0.76471,  0.09113,  0.2561,  0.41309,  0.77393, ---, ---, ---, ---
1486, 938,  0.80225,  2.82227, -1.54883,  1.00,  0.48819,  0.37008, -0.79528,  0.00,  0.54118,  0.81961,  0.88235,  0.76863,  0.54004,  0.0039,  0.12573,  0.81201, ---, ---, ---, ---
1487, 937,  0.44922,  2.28906, -0.89063,  1.00,  0.48819,  0.28346, -0.82677,  0.00,  0.2902,  0.84314,  0.80,  0.66275,  0.42188,  0.8999,  0.12573,  0.81201, ---, ---, ---, ---
1488, 939,  0.89697,  2.80469, -1.07813,  1.00,  0.65354,  0.3937, -0.65354,  0.00,  0.23529,  0.82745,  0.76863,  0.76471,  0.09113,  0.2561,  0.41309,  0.77393, ---, ---, ---, ---
1489, 937,  0.44922,  2.28906, -0.89063,  1.00,  0.48819,  0.28346, -0.82677,  0.00,  0.2902,  0.84314,  0.80,  0.66275,  0.42188,  0.8999,  0.12573,  0.81201, ---, ---, ---, ---
1490, 940,  0.79736,  2.43164, -0.86572,  1.00,  0.70866,  0.30709, -0.62992,  0.00,  0.09804,  0.76471,  0.63922,  0.78039,  0.05051,  0.69678,  0.12573,  0.81201, ---, ---, ---, ---
1491, 936,  0.31592,  2.2793, -1.33301,  1.00,  0.25197,  0.25984, -0.92913,  0.00,  0.60784,  0.80,  0.88235,  0.70196,  0.88281,  0.69629,  0.12573,  0.81201, ---, ---, ---, ---
